ID	EBV
ID2320	-15.089663397089485
ID2482	4.156189111150313
ID2485	1.25548544423672
ID2639	2.3114673297066473
ID2096	4.223961116116183
ID2145	-0.2098576216078105
ID2309	-5.527879528500139
ID2094	2.8188782616543695
ID2526	6.5168237790983525
ID2624	-7.501104688973287
ID2014	-3.0349461755951794
ID2380	-1.4612253282828864
ID2087	-6.448416716618015
ID2168	3.4705292438734943
ID2199	-2.995909514485595
ID2021	6.284533219858185
ID2536	0.26754006813681513
ID2576	3.640462588359262
ID2050	7.805490341053036
ID2449	1.328123767985949
ID2235	5.383631296036336
ID2174	1.0534896583962274
ID2248	-7.5583676291118405
ID2273	0.11201129956812508
ID2089	3.590681030210516
ID2238	2.4472850892113485
ID2365	-0.8694417293913481
ID2410	-6.088497443342002
ID2122	3.23199184354731
ID2370	-4.582280141739448
ID2258	-6.259117212127832
ID2361	2.9746385920275054
ID2525	-6.164053325949133
ID2623	1.2218220745306878
ID2276	0.013860926717975296
ID2088	-6.641048430127824
ID2384	5.898482059163874
ID2156	-2.9640249957446447
ID2577	5.99989158168336
ID2582	-2.375168398060673
ID2152	-2.8752854807540817
ID2450	-0.15613012304249516
ID2520	-1.790284979892278
ID2564	-1.7830053882386563
ID2457	-4.388321917168629
ID2406	-6.064485625889814
ID2319	3.066433093435169
ID2411	-4.0310167073123875
ID2620	-6.882284649544475
ID2293	-2.5392394958177356
ID2551	-4.004677433686689
ID2407	-10.963928428350338
ID2625	-1.4546857463383742
ID2364	0.8358706058025884
ID2362	1.4734617824284384
ID2637	1.9637063271036292
ID2129	-5.004218565004076
ID2097	-1.6286355991171695
ID2622	-5.041744027144213
ID2012	-3.1771574101688316
ID2204	-6.049203439936712
ID2033	-5.582319003263451
ID2166	3.149405812879676
ID2108	-1.3626078508931276
ID2184	-1.2942058418933553
ID2155	8.647790899457465
ID2338	-0.2919608270368583
ID2197	-2.685318923044593
ID2048	3.7364334808286994
ID2451	-2.4362891769486645
ID2584	6.864538907397525
ID2466	-1.8883618032311034
