ID	EBV
ID2320	13.709584471466684
ID2482	-5.646981713960887
ID2485	3.631284113373392
ID2639	6.3286260496104045
ID2096	4.04268323140999
ID2145	-1.0612451609148403
ID2309	15.115219974389388
ID2094	-0.9465903841309755
ID2526	20.184237138770417
ID2624	-0.6271409905242099
ID2014	13.048696542234852
ID2380	22.86645392701107
ID2087	-13.888607011123392
ID2168	-2.7878876681737137
ID2199	-1.3332133639365804
ID2021	6.359503980700744
ID2536	-2.8425292141607237
ID2576	-26.564554209047756
ID2050	-24.404669285755194
ID2449	13.201133457301921
ID2235	-3.0663859407847456
ID2174	-17.8130843398
ID2248	-1.7191735575962137
ID2273	12.146746991725987
ID2089	18.95193461264965
ID2238	-4.304691316061996
ID2365	-2.5726938276892963
ID2410	-17.6316308519478
ID2122	4.600973548312714
ID2370	-6.399948759601192
ID2258	4.554501232412194
ID2361	7.048373372288191
ID2525	10.351035219699224
ID2623	-6.08926375407211
ID2276	5.049551232979703
ID2088	-17.170086790733425
ID2384	-7.8445900837949605
ID2156	-8.509075941765182
ID2577	-24.14207649946632
ID2582	0.3612260689225563
ID2152	2.0599860020025385
ID2450	-3.6105729854866633
ID2520	7.581632356995169
ID2564	-7.267048270765752
ID2457	-13.682810444192945
ID2406	4.328180258887172
ID2319	-8.113931761866716
ID2411	14.441012617212527
ID2620	-4.314462026133454
ID2293	6.556478834022068
ID2551	3.2192526520394655
ID2407	-7.838389408803755
ID2625	15.757275197919773
ID2364	6.428993057173163
ID2362	0.8976064659960568
ID2637	2.76550747291463
ID2129	6.7928881605527085
ID2097	0.898328865790817
ID2622	-29.93090083152935
ID2012	2.848829535306594
ID2204	-3.6723464274097535
ID2033	1.8523056486560932
ID2166	5.8182372736550665
ID2108	13.997368272926781
ID2184	-7.272920594744651
ID2155	13.025426320441438
ID2338	3.3584811975207445
ID2197	10.38506098697621
ID2048	9.207285682906463
ID2451	7.208781628668625
ID2584	-10.43118938567855
ID2466	-0.9018638661070668
ID2488	6.235181619995435
ID2136	-9.53523357772344
ID2629	-5.428288145738566
ID2420	5.809964976816825
ID2437	7.68178737834591
ID2442	4.637675885401672
ID2092	-8.857762974096794
ID2219	-10.997808986478557
ID2521	15.127070098049282
ID2317	2.5792143753203085
ID2631	0.8844022915958636
ID2636	-1.2089653753908947
ID2545	-11.943288951605282
ID2007	6.119968980403869
ID2621	-2.1713984574652083
ID2278	-1.8275670633192174
ID2580	9.3334632857116
ID2205	8.217731105082493
ID2453	13.92116375934271
ID2165	-4.761739230546742
ID2042	6.503485607263051
ID2484	13.911104563900006
ID2004	-11.107888794478988
ID2073	-8.607925868778421
ID2061	-11.3173868085377
ID2154	-14.592139995023958
ID2196	0.7998255324116117
ID2436	6.5320433964919005
ID2419	12.009653755984942
ID2424	10.447510871677252
ID2346	-10.03208646839848
ID2321	18.484819016727464
ID2086	-6.667734087578172
ID2003	1.0551381245606943
ID2314	-4.22255881868856
ID2310	-1.223501719549713
ID2480	1.881930345014979
ID2409	1.1916095799700637
ID2093	-0.25092550867402874
ID2404	1.0807272794203258
ID2130	-4.854352358466677
ID2537	-5.042171306879036
ID2098	-16.61099079914812
ID2542	-3.8233372687381797
ID2376	-5.126502578778004
ID2035	27.01891000344798
ID2010	-13.621162311897185
ID2467	1.3725621855860692
ID2153	-14.936250673162906
ID2005	-14.704357414367966
ID2455	1.247023861970068
ID2169	-9.966391348840373
ID2109	-0.01822614304708196
ID2222	-4.282588814258153
ID2080	-6.136716064494953
ID2408	-20.246778454191077
ID2085	-12.24747950359986
ID2212	1.7951644111793794
ID2519	5.6762059442353525
ID2311	-4.928773535534747
ID2200	6.288406535112408e-4
ID2405	11.228896433799662
ID2260	14.398557429761901
ID2517	-10.971137684058217
ID2615	-1.1731956025017685
ID2387	12.014984009197011
ID2578	-4.69729580566301
ID2164	-0.5246948493899632
ID2181	-0.8610729823708956
ID2483	-8.876790179064315
ID2378	-4.446840048847381
ID2071	-0.29444879088238146
ID2456	-4.138688490579235
ID2259	11.133860233682032
ID2501	-4.809928416539819
ID2170	-4.3316903260072905
ID2556	6.968625765521028
ID2439	-10.563684131709081
ID2249	-0.4069847515121493
ID2345	-15.515448223475897
ID2566	11.671695492356818
ID2289	-2.736457013740807
ID2518	-4.678453246722535
ID2358	-12.382523279862143
ID2027	-0.0776203377732663
ID2091	-8.002821779516596
ID2202	-5.334923299504365
ID2614	12.876752455845885
ID2535	-1.755258702421274
ID2313	-10.71782384150676
ID2430	1.6320688246738233
ID2029	-3.6273841562794984
ID2115	5.900135479873388
ID2163	14.3242192773099
ID2332	-9.926925111094928
ID2255	4.5465029758028255
ID2228	0.848980586784873
ID2175	8.955655822645447
ID2433	-2.2977813894626644
ID2557	8.366190684606135
ID2107	-17.450558613366933
ID2567	16.894589213133738
ID2431	8.64777978518578
ID2261	-1.5077598888574781
ID2571	-14.490071301391676
ID2125	6.4300870004198165
ID2429	4.831938638147676
ID2326	-0.06355626421388713
ID2331	1.5145589286242447
ID2397	-5.841089703498042
ID2069	3.688067326302421
ID2383	2.9465433971951565
ID2481	-2.79259373342575
ID2137	-13.36236654893154
ID2499	7.007488184400344
ID2609	5.541966222740334
ID2533	-8.363065928014151
ID2277	-15.94588162006243
ID2573	2.0495858058763385
ID2288	-3.4508797797288993
ID2318	2.526117033644547
ID2214	-12.940024654845534
ID2146	-9.59170444380363
ID2176	10.857748536799008
ID2117	4.037749047157139
ID2497	5.864875367192979
ID2043	18.152284461539526
ID2037	1.2882142860238313
ID2413	-20.009292377315113
ID2396	3.337771974335701
ID2068	11.713251273587943
ID2341	20.595392422993047
ID2459	-13.76861598240521
ID2193	-11.508555656271056
ID2173	-7.058213947601213
ID2375	-10.540557820771916
ID2530	-6.457437231424913
ID2554	-1.853779676765034
ID2213	-12.012220507399851
ID2218	20.36972166983151
ID2593	1.077747448855467
ID2183	-0.8410810050558064
ID2208	4.956196416045939
ID2444	0.3741518611796535
ID2414	-1.320880369559099
ID2095	14.767874235520967
ID2569	-2.170302100921035
ID2283	-12.83602204092225
ID2044	3.8566789044340237
ID2116	-3.515128735290924
ID2559	-5.217960933562692
ID2486	-10.681312006871702
ID2257	4.2836590326669235
ID2619	-1.7401823442699496
ID2498	5.156677286480295
ID2292	-2.343652773059215
ID2560	-6.585034258217708
ID2374	12.50236604078717
ID2529	-2.717637151113968
ID2360	9.479519958751961
ID2470	-12.015824301089378
ID2217	-4.661160963755024
ID2575	-2.6935139515317985
ID2570	-3.909654081308606
ID2500	13.487070119917135
ID2592	-0.22764701298412598
ID2628	2.4422585110345034
ID2182	-9.423717078639228
ID2438	-7.292172765095745
ID2443	9.980689085548484
ID2547	12.584816645955602
ID2023	12.488636888100963
ID2368	-13.806370495253299
ID2514	20.49960693636394
ID2160	10.168728297995418
ID2568	-0.2671746413825794
ID2599	7.036077787982606
ID2421	-9.713852291518638
ID2386	-10.961562415588572
ID2267	0.49050450937597057
ID2072	-11.984958565577799
ID2337	1.90018998559748
ID2263	12.97705899604666
ID2066	-10.33873722964751
ID2642	-7.38440754213064
ID2359	0.4656393945086335
ID2132	-10.175961198261058
ID2342	-3.8328395988627815
ID2216	8.727554116713986
ID2349	9.69545013970117
ID2294	3.838466650270944
ID2062	-18.51555663067465
ID2369	-0.5399673682616569
ID2285	10.64773214338284
ID2595	8.13195037411605
ID2308	-1.9081647410428169
ID2295	-26.999298085637026
ID2445	0.6096663880111656
ID2024	5.73751697483578
ID2053	0.4580357972509888
ID2633	1.5741254017587547
ID2142	4.315653728687709
ID2388	-3.965497360502122
ID2336	13.099782257515493
ID2065	4.703933998739432
ID2190	-12.426702705746015
ID2254	13.815754563855332
ID2605	12.04458937009824
ID2180	8.24073963681881
ID2548	-16.626294021855944
ID2549	-5.693063436054809
ID2239	6.355138172895264
ID2063	0.4372200757785791
ID2232	3.4801230366130707
ID2601	24.59593548870415
ID2124	-8.183803243996694
ID2250	-21.132001149291362
ID2126	2.736952724304147
ID2335	-6.875968412434119
ID2191	4.460410529618656
ID2581	-8.123847237905974
ID2055	22.120554803351354
ID2463	-1.237059715774298
